gene;log2FC;pvalue;ATAC score (pi-value)
AKAP4;-0.392983143;0.019341247;-0.673382718094062
AKAP5;0.296182397;0.001775418;0.814708736196805
AKAP6;0.167707597;0.057120767;0.208495085741141
AKAP7;0.501976521;0.003508054;1.23231909311845
AKAP8;0.231775732;0.013278631;0.435007517174761
AKAP8L;0.619473475;0.002341722;1.62950308623038
AKAP9;-0.313414564;0.050857593;-0.405446932307439
AKIP1;0.727106869;0.000511909;2.39276854508185
AKIRIN1;0.575771765;0.006056536;1.27693262743113
AKIRIN2;-1.123800172;0.013163841;-2.11343812610845
AKNA;0.112277943;0.13111143;0.0990695035657566
AKNAD1;-0.563423072;0.259956511;-0.329658445334562
AKR1A1;-0.49107991;0.006085844;-1.08807553437416
AKR1B1;-0.3258534;0.099502251;-0.326559555036375
AKR1B10;-0.315130244;0.368877364;-0.136488579208384
AKR1B15;-0.570893626;0.04373012;-0.775969652349224
AKR1C1;-0.180445317;0.025323912;-0.28807539165265
AKR1C2;-0.180445317;0.025323912;-0.28807539165265
AKR1C3;-0.035270955;0.974814446;-0.000390733174819845
AKR1E2;-0.47854964;0.001783502;-1.31540202884934
AKR7A2;0.226985474;0.057615117;0.281340221822178
AKR7A2P1;-0.32093255;0.245618312;-0.195685174785738
AKR7A3;-0.050232401;0.90921923;-0.00207617483155455
AKT1;0.299775426;0.023864599;0.48630944338166
AKT1S1;-0.276098396;0.019247079;-0.473684118865571
AKT2;0.284931812;0.018761996;0.491997732225758
AKT3;0.197041295;0.136050917;0.170696583552804
AKTIP;-0.671262904;0.05771169;-0.831517664167799
ALAD;-0.724396323;0.055290625;-0.910818630716134
ALAS1;0.335173123;0.007173766;0.718695905337666
ALAS2;-0.711170444;0.024273941;-1.14844049552605
ALB;-0.043939659;0.870642222;-0.00264342198881856
ALCAM;0.304903205;0.022414626;0.502928233163999
ALDH16A1;0.355626884;0.006080105;0.788100797514344
ALDH18A1;-0.774868017;0.008782519;-1.59342379171954
ALDH1A1;-0.311308057;0.16513801;-0.243490516133092
ALDH1A2;0.55615906;0.000537311;1.81851458348487
ALDH1A3;-0.726228907;0.038364119;-1.02839443285359
ALDH1B1;-0.387075189;0.003790468;-0.937227928682979
ALDH1L1-AS1;0.236817604;0.09169234;0.245737799399527
ALDH1L2;0.174674506;0.010789934;0.343581471483626
ALDH2;0.218060227;0.140547328;0.18582599870994
ALDH3A1;-0.081617281;0.709739249;-0.0121529092342672
ALDH3A2;0.495085226;0.081770128;0.538358309803162
ALDH3B1;-0.376875781;0.050007981;-0.490300571990168
ALDH3B2;0.136126917;0.200519185;0.0949953616900843
ALDH4A1;0.192781669;0.094533606;0.197488197398218
ALDH5A1;-0.378424523;0.015325889;-0.686679423087011
ALDH6A1;0.581091901;0.009046646;1.18746850727941
ALDH7A1;0.220205611;0.225657798;0.142373861618282
ALDH8A1;-0.534917594;0.004242222;-1.26904203481141
ALDH9A1;0.390691032;0.018430766;0.677636644763396
ALDOA;-0.541516372;0.003237222;-1.34828236381723
ALDOB;0.025767349;0.772059669;0.00289493933817532
ALDOC;-0.094225808;0.083612266;-0.101549980665315
ALG1;0.139910255;0.061607839;0.16934233931886
ALG10;-0.417930484;0.013819303;-0.777147527844129
ALG10B;0.333204573;0.030846036;0.503405681769366
ALG11;0.587469744;0.031631326;0.88113564815332
ALG12;-0.276098396;0.019247079;-0.473684118865571
ALG13;0.116704;0.078865221;0.128737871730372
ALG14;0.326193948;0.044461896;0.441018139040299
ALG1L;0.137003839;0.526300045;0.0381920934053221
ALG1L9P;-0.551446733;0.053048267;-0.703275899830866
ALG2;-0.228246779;0.012512925;-0.434271716020914
ALG3;-0.343406465;0.053462187;-0.436796979306891
ALG5;0.269477034;0.063367313;0.322869787476306
ALG6;-0.205219466;0.061016051;-0.249250513967232
ALG8;0.34140883;0.070211403;0.393846614027417
ALG9;-0.404454817;0.145165809;-0.338988005496563
ALK;0.182969202;0.005340556;0.415781689584967
ALKAL1;-0.426739426;0.154805132;-0.345750532955305
ALKAL2;-0.01115326;0.616274011;-0.00234470687174254
ALKBH1;0.794140341;0.001615839;2.21692369585445
ALKBH2;-0.458909148;0.024156274;-0.742042349325409
ALKBH3;-0.135896549;0.156117973;-0.109606966970616
ALKBH3-AS1;-0.170087467;0.332283398;-0.0813853828930578
ALKBH4;-0.320606128;0.022966675;-0.525441984389626
ALKBH5;0.483294222;0.005143057;1.10615350297905
ALKBH6;0.204223747;0.111342169;0.194694732863368
ALKBH7;-0.737085836;0.001186879;-2.15641357074115
ALKBH8;0.417979749;0.055763395;0.524000643911895
ALLC;0.424631119;0.000715708;1.335577026362
ALMS1;-0.457937662;0.014503145;-0.841935706669536
ALOX12;0.238008942;0.370870435;0.10252896515942
ALOX12-AS1;0.041169538;0.765679594;0.00477372843689493
ALOX12B;0.658585526;0.000410576;2.23036998408669
ALOX12P2;0.13577911;0.340262813;0.0635698121264649
ALOX15;0.08805356;0.298517632;0.0462307616715332
ALOX15B;0.524166086;0.007756566;1.10616368242917
ALOX15P1;0.392430165;0.013573853;0.732783614235633
ALOX5;0.316628577;0.004106463;0.755644258321327
ALOX5AP;-0.57967718;0.014519782;-1.06546978832695
ALOXE3;0.39996736;0.005366177;0.908059898863519
ALPI;-0.331729564;0.246197078;-0.20192946011161
ALPK1;0.155568619;0.107612795;0.150611594313284
ALPK2;0.116687506;0.18087271;0.0866552871938095
ALPK3;0.191122539;0.280687804;0.105456917465965
ALPL;-0.719525334;0.000534848;-2.35412113137096
ALPP;-0.22928301;0.121124594;-0.210199249853034
ALS2;0.124889846;0.174210036;0.0947822548616863
ALS2CL;-0.660316896;0.010513923;-1.30626213204812
ALS2CR12;-0.383530721;0.043503893;-0.522166290961513
ALX1;0.277685515;0.55764911;0.0704318726155342
ALX3;0.483664325;0.052034727;0.620883144043287
ALX4;-0.170087467;0.332283398;-0.0813853828930578
ALYREF;0.459791959;0.003415775;1.13408180705635
AMACR;-0.417930484;0.013819303;-0.777147527844129
AMBN;-0.057301837;0.546042579;-0.0150574037380217
AMBP;-0.30907606;0.435789951;-0.111490778218662
AMBRA1;-0.189437606;0.045349303;-0.254496046236291
1 AMD;-0.425735543;0.010020888;-0.851085280960284
AMDHD1;-0.780980371;0.018862259;-1.3467274688755
AMDHD2;-0.471306847;0.015158588;-0.857467988487815
AMER1;0.268840922;0.363012432;0.11831111010367
AMER2;0.014142119;0.565195544;0.00350443505981242
AMER3;-0.226685829;0.020506452;-0.382670495603076
AMFR;0.188546467;0.053999867;0.23900287981174
AMHR2;-0.591623708;0.035908063;-0.854782679043758
AMICA1;-0.443559377;0.039994778;-0.6200945495218
AMIGO1;-0.570065225;0.016306783;-1.01906667187676
AMIGO2;-0.343096573;0.000916864;-1.04222277149026
AMIGO3;0.577264249;0.024927474;0.925540313249484
AMMECR1;0.360069624;0.022190672;0.595493782727606
AMMECR1L;0.30137393;0.013624533;0.562266823944378
AMN;0.395456774;0.03453772;0.578041672042235
AMN1;-0.39713681;0.002033809;-1.06896911464489
AMOT;0.494091625;0.107718232;0.478137793480687
AMOTL1;0.292806176;0.020440874;0.494696192118384
AMOTL2;-0.381384042;0.225206586;-0.246915241912581
AMPD2;0.322517224;0.006568086;0.703913569554097
AMPD3;0.386130112;0.032795261;0.573090029441204
AMPH;0.357678331;0.042613329;0.490181891474415
AMT;0.213311056;0.015578235;0.385555840590584
AMZ1;-0.5920262;0.006593954;-1.29112275779737
AMZ2;0.367926487;0.003090326;0.923493901839267
AMZ2P1;0.341382548;0.032616107;0.507488329561174
ANAPC1;-0.467487007;0.075114485;-0.525584565341715
ANAPC10;-0.248894572;0.079689009;-0.273435968549085
ANAPC11;0.459791959;0.003415775;1.13408180705635
ANAPC13;-0.466755085;0.098847911;-0.469104032021569
ANAPC15;-0.582527353;0.034011143;-0.85537079963131
ANAPC16;0.614603526;0.004840434;1.4228782705765
ANAPC1P1;-0.357081496;0.132474949;-0.313469789912733
ANAPC2;-0.345407663;0.004846357;-0.799475256581079
ANAPC4;0.232558055;0.06360491;0.278257888984718
ANAPC5;-0.339784146;0.029859839;-0.51814110453692
ANAPC7;0.516176616;0.014131735;0.954825834867576
ANG;0.431229927;0.010967316;0.845167380009895
ANGEL1;-0.344121648;0.01436996;-0.634059429467412
ANGEL2;-0.567676679;0.021335;-0.948535136956836
ANGPT1;0.603749745;0.00179557;1.65777463662953
ANGPT2;-0.114048263;0.15252919;-0.0931371759440471
ANGPT4;-0.116128283;0.35454202;-0.0522963150644687
ANGPTL1;0.148650304;0.677385173;0.02514632665406
ANGPTL2;-0.592623745;0.059849229;-0.724744136067381
ANGPTL4;-0.253768134;0.207232855;-0.173461022997669
ANGPTL5;0.185141362;0.085267746;0.197955961578041
ANGPTL6;0.407512472;0.026156445;0.64485640861274
ANK1;-0.698108028;0.079682979;-0.766965520934666
ANK2;-0.360283852;0.036607079;-0.517524307396773
ANK3;0.65917215;0.029355555;1.01005588230194
ANKAR;0.574653327;0.062662229;0.691304596750626
ANKDD1A;-0.350829793;0.028301391;-0.543151955569502
ANKDD1B;-0.670454814;0.024452804;-1.08055280392336
ANKEF1;-0.237476505;0.223721569;-0.154429105478505
ANKFY1;0.343810785;0.065030177;0.408063885531798
ANKH;0.254928711;0.015196256;0.463527544519714
ANKHD1;-0.832068536;3.90E-05;-3.66853641775005
ANKHD1-EIF4EBP3;-0.832068536;3.90E-05;-3.66853641775005
ANKIB1;-0.644926249;0.003752924;-1.5643526059153
ANKK1;-0.250515528;0.138990337;-0.214695663449274
ANKLE1;0.205940901;0.007173306;0.44159508752732
ANKLE2;-0.586922951;0.0403642;-0.81817273632282
ANKMY1;-0.397381518;0.038203701;-0.563445093644034
ANKMY2;0.247260954;0.004175014;0.588318388603835
ANKRA2;0.459860178;0.007209523;0.985063483641065
ANKRD1;0.50859798;0.139525258;0.435027840696461
ANKRD10;0.47286313;0.046182405;0.631519800865669
ANKRD11;0.455650666;0.013611444;0.850287793755571
ANKRD12;0.365582413;0.014457361;0.672639093770079
ANKRD13A;-0.804572998;0.008389946;-1.67048731270406
ANKRD13B;0.34306901;0.011410301;0.666481160244472
ANKRD13C;-0.453767163;0.087317822;-0.48049273551342
ANKRD13D;0.323118851;0.03212838;0.482452366376947
ANKRD16;-0.47854964;0.001783502;-1.31540202884934
ANKRD17;-0.429044321;0.003860735;-1.03542553430114
ANKRD18A;0.537730648;0.009532333;1.08664652072261
ANKRD18B;-0.451418159;0.003871645;-1.08886775961183
ANKRD18DP;-0.148334893;0.051957591;-0.19051406713316
ANKRD19P;-0.556922637;0.000637538;-1.77964290284318
ANKRD2;-0.572472787;0.009857435;-1.1485155589448
ANKRD20A1;-0.667318003;0.002573384;-1.72801690150289
ANKRD20A11P;-0.571442622;0.05393827;-0.72464809590963
ANKRD20A19P;-0.029888458;0.618662406;-0.00623312654461825
ANKRD20A2;0.633145144;0.213364297;0.424763306746393
ANKRD20A4-ANKRD20A20P;0.27883525;0.074016588;0.315270913884875
ANKRD20A5P;-0.433314591;0.098212646;-0.436708565768518
ANKRD20A9P;-0.169713674;0.082641265;-0.18376648275428
ANKRD22;-0.541508382;0.006355083;-1.18962826982183
ANKRD23;-0.02491099;0.686132835;-0.00407523361770943
ANKRD24;0.354274778;0.029144775;0.543967414702501
ANKRD26;0.428528486;0.040810602;0.595323342536802
ANKRD26P1;0.067329398;0.851204857;0.00471076239512037
ANKRD27;0.191856941;0.003558183;0.469813851327703
ANKRD28;0.076623775;0.020823565;0.128838657004808
ANKRD29;-0.667614265;0.019253696;-1.14528285131576
ANKRD30A;-0.257479905;0.095189099;-0.262993266569054
ANKRD30B;-0.505760599;0.005047448;-1.16169575526692
ANKRD30BL;-0.538376513;0.132212968;-0.47308541033739
ANKRD30BP2;0.440491388;0.325772607;0.214556940082517
ANKRD31;0.717421404;0.004563694;1.67925643078922
ANKRD32;-0.486047266;0.050960786;-0.628344350539625
ANKRD33;-0.205518952;0.051265374;-0.265155592685444
ANKRD33B;0.381753635;0.006491164;0.835153806616933
ANKRD34A;-0.476839732;0.110364429;-0.456417105567725
ANKRD34B;0.726934008;0.039552909;1.01975870632442
ANKRD34C;0.351928019;0.324597706;0.171971229076229
ANKRD35;0.288609525;0.261289796;0.168224012894633
ANKRD36;-0.572472787;0.009857435;-1.1485155589448
ANKRD36B;-0.541919398;0.168657594;-0.418900497021482
ANKRD36BP2;-0.355386906;0.104585644;-0.348466785520844
ANKRD36C;0.141769205;0.372413971;0.0608153079013566
ANKRD37;0.650596535;0.037331837;0.929000220038002
ANKRD39;-0.572472787;0.009857435;-1.1485155589448
ANKRD40;0.218751999;0.065389909;0.259109394955461
ANKRD42;-0.245105693;0.053261164;-0.312163999364652
ANKRD44;0.465855337;0.015607156;0.841649763347766
ANKRD44-IT1;0.465855337;0.015607156;0.841649763347766
ANKRD45;0.168955488;0.362965071;0.0743632517834271
ANKRD46;0.220454016;0.033663152;0.324694644120374
ANKRD49;0.304442347;0.008576824;0.629182931350768
ANKRD50;-0.344628468;0.051277451;-0.44459607862697
ANKRD52;0.647804935;0.069638734;0.749606918730248
ANKRD53;-0.489132974;0.04267857;-0.670009525225168
ANKRD54;-0.237217657;0.048952794;-0.310807915305164
ANKRD55;-0.569557167;0.01680091;-1.01077441973947
ANKRD6;0.413393211;0.015079925;0.75303741148864
ANKRD60;-0.267559652;0.200093517;-0.186961850589746
ANKRD61;-0.292973373;0.24761471;-0.177607360824195
ANKRD62;-0.433155625;0.048042004;-0.571063229897156
ANKRD63;0.963897255;0.001437145;2.7398773803138
ANKRD65;0.373374686;0.083330911;0.402943672457547
ANKRD7;0.129607111;0.524886633;0.0362815001332781
ANKRD9;0.54811119;0.103503835;0.539913397068208
ANKS1A;-0.358190744;0.013880863;-0.665369227411132
ANKS1B;0.286031658;0.060168678;0.349138688422063
ANKS3;-0.463092713;0.002790308;-1.18289987846608
ANKS4B;-0.266959629;0.146934655;-0.222344204536252
ANKS6;-0.330540733;0.02126313;-0.552787333007451
ANKZF1;-0.258628364;0.348702134;-0.118334216914081
ANLN;-0.392165936;0.159571481;-0.312573790302683
ANO1;-0.46882253;0.130810885;-0.414137249247106
ANO10;-0.365457078;0.037980452;-0.519109804763576
ANO2;-0.397987541;0.326276318;-0.193586889792915
ANO3;-0.364948357;0.033855573;-0.536609054167029
ANO4;-0.240568686;0.438937567;-0.086026700056153
ANO5;0.472696417;0.040530666;0.658095637730501
ANO6;0.39063931;0.001993738;1.05485579547705
ANO7;-0.368842272;0.064627463;-0.438768456728806
ANO8;-0.565794879;0.01377817;-1.05283589807318
ANO9;-0.79973634;0.005387513;-1.81429119295371
ANP32A;0.385222308;0.006819916;0.834476643418742
ANP32AP1;-0.177116768;0.228426807;-0.113576646584372
ANP32B;-0.330540733;0.02126313;-0.552787333007451
ANP32C;-0.284846867;0.028511819;-0.44008130960488
ANP32D;-0.441655679;0.04209902;-0.607598090031966
ANP32E;-0.428840109;0.03197319;-0.641207748260949
ANPEP;0.55636605;0.2061911;0.381516938460632
ANTXR1;0.196157017;0.06330389;0.235107837781793
ANTXR2;0.671627826;0.001199555;1.96181133616379
ANTXRL;-0.365161121;0.021272824;-0.610613243833818
ANTXRLP1;-0.135388462;0.176427498;-0.102006233214955
ANXA1;0.614603526;0.004840434;1.4228782705765
ANXA10;-0.056902212;0.50599053;-0.0168349525164629
ANXA11;-0.219899361;0.003836301;-0.531296058884757
ANXA2;-0.243368317;0.130197578;-0.215477600802707
ANXA2P2;-0.830634168;0.006111999;-1.83887181388055
ANXA2P3;-0.12551372;0.185799833;-0.0917448411252347
ANXA2R;-0.538530843;0.006139296;-1.19116636952096
ANXA3;0.328502516;0.044210793;0.444947359714949
ANXA4;-0.522692215;0.020040151;-0.887583133055428
ANXA5;-0.110659954;0.157343126;-0.0888767883593402
ANXA6;0.60952934;0.035426331;0.884228258454643
ANXA7;0.717421404;0.004563694;1.67925643078922
ANXA9;0.431059503;0.051637416;0.554788882323974
AOAH;0.357271378;0.056989487;0.444518925032623
AOAH-IT1;0.016246708;0.736191969;0.00216095715794525
AOC1;0.054898459;0.26593449;0.031578984403547
AOC2;0.509788771;0.004298309;1.20651829091469
AOX1;-0.283055408;0.342066608;-0.131872491239734
AOX3P-AOX2P;-0.373001838;0.077736563;-0.413798789048954
AP1AR;0.225793297;0.01595562;0.405770044152802
AP1B1;0.363086506;0.07482567;0.408817028399008
AP1B1P1;-0.273632899;0.084124883;-0.29417603303669
AP1G1;-0.422889673;0.025429408;-0.674366831841616
AP1G2;-0.474230649;0.001388423;-1.35510374157918
AP1M1;0.247260954;0.004175014;0.588318388603835
AP1M2;-0.312011122;0.062644136;-0.375386688888599
AP1S1;0.43151629;0.004273475;1.02235652072842
AP1S2;-0.516914956;0.005216386;-1.17992573041004
AP1S3;0.351613068;0.001213625;1.02527399002756
AP2A1;-0.392983143;0.019341247;-0.673382718094062
AP2A2;-0.451481608;0.062591334;-0.543351700709564
AP2B1;0.359818011;0.002463884;0.938542010940454
AP2M1;-0.147630994;0.195516204;-0.104643394192801
AP2S1;0.507559404;0.004095011;1.21192239220549
AP3B1;0.794140341;0.001615839;2.21692369585445
AP3B2;0.425033125;0.013985775;0.788144645853821
AP3D1;-0.457362771;0.001801007;-1.25522508125626
AP3M1;0.866944486;0.010650456;1.71016225973296
AP3M2;-0.433061656;0.012389607;-0.825823663645212
AP3S1;0.27538558;0.150674386;0.226356088199695
AP3S2;0.262109643;0.039782493;0.367034231271882
AP4B1;0.452971062;0.021883455;0.751879467975059
AP4B1-AS1;0.422807809;0.017634492;0.74145143746093
AP4E1;-0.405142152;0.043134527;-0.553089921126663
AP4M1;-0.296518243;0.039115108;-0.417395525614799
AP4S1;0.302127272;0.073567571;0.342404941133259
AP5B1;0.189867612;0.026485879;0.299418491804298
AP5M1;0.298609244;0.025720759;0.474703958586775
AP5S1;-0.666642203;0.081102077;-0.727285326584788
AP5Z1;0.385395456;0.078782573;0.425310801503277
APAF1;0.549414602;0.052971336;0.701030546537319
APBA1;-0.429297623;0.059328411;-0.526635399752586
APBA2;0.272960787;0.098373438;0.274904854784631
APBA3;0.567448644;0.005653218;1.2754567383691
APBB1;-0.737085836;0.001186879;-2.15641357074115
APBB1IP;0.428528486;0.040810602;0.595323342536802
APBB2;-0.422927853;0.003445004;-1.0415910596243
APBB3;-0.832068536;3.90E-05;-3.66853641775005
APC;0.307046875;0.013394472;0.575121641555461
APC2;-0.229086143;0.040582414;-0.318810508118982
APCDD1;-0.546823496;0.021375604;-0.913239861730758
APCDD1L-AS1;-0.193784864;0.413690759;-0.0742824241358933
APEH;-0.629954485;0.004476306;-1.47981362826782
APELA;0.011911189;0.656952214;0.00217338962546683
APEX1;0.396507727;0.011970157;0.762048261334017
APEX2;0.551447936;0.003715796;1.33998988480087
APH1A;0.39396908;0.060058723;0.481203252629578
APH1B;-0.722649187;0.002005513;-1.94954456251711
API5;0.338224893;0.210450608;0.228927456330017
APIP;0.187676702;0.003364566;0.464137799345851
APITD1;0.381753635;0.006491164;0.835153806616933
APITD1-CORT;0.381753635;0.006491164;0.835153806616933
APLF;0.385222308;0.006819916;0.834476643418742
APLN;0.23771863;0.084865308;0.254660791180712
APLNR;0.252321676;0.007161911;0.541222697928439
APLP1;-0.547303173;0.016805829;-0.971211405308295
APLP2;0.815063005;0.02969433;1.24486730173483
APMAP;-0.310235646;0.129449491;-0.275458122396603
APOA1;0.234936286;0.023772798;0.381517663049338
APOA1-AS;-0.507192;0.00044893;-1.69798821713261
APOA1BP;-0.51350083;0.012739265;-0.973009937797689
APOA2;-0.331962972;0.011087867;-0.649038066010527
APOA5;-0.077406125;0.331545088;-0.0371129395903049
APOB;0.264099328;0.124425286;0.239034017928258
APOBEC1;0.524166086;0.007756566;1.10616368242917
APOBEC2;-0.1416801;0.36914133;-0.0613201854224936
APOBEC3A;-0.198028321;0.293124486;-0.105538778111499
APOBEC3A_B;0.017361345;0.703088079;0.002656116781901
APOBEC3B;-0.425550798;0.097489589;-0.430249628000434
APOBEC3B-AS1;-0.217374432;0.501775542;-0.065101579779376
APOBEC3C;-0.755290233;0.028577714;-1.16614736015782
APOBEC3D;-0.528904647;0.058779677;-0.650961455831889
APOBEC3F;-0.53012115;0.088534239;-0.558158590390622
APOBEC3G;0.534461144;0.000576944;1.73104820869147
APOBEC3H;-0.270480973;0.063280158;-0.324234318130338
APOBEC4;-0.539885472;0.081734796;-0.58717566931857
APOBR;0.439551581;0.027348674;0.687047131782776
APOC1;0.282553761;0.034075436;0.41466419587088
APOC1P1;-0.414570093;0.127587147;-0.37070570576426
APOC2;0.370467503;0.032493422;0.551331423266122
APOC4;0.129352843;0.300004549;0.0676350004187402
APOC4-APOC2;0.129352843;0.300004549;0.0676350004187402
APOD;0.237442789;0.190459686;0.171005569113522
APOE;0.282553761;0.034075436;0.41466419587088
APOF;0.21266659;0.062124867;0.256632117108594
APOH;0.369597244;0.038108464;0.524450563426864
APOL1;0.258083439;0.023198511;0.421847675857802
APOL2;-0.857223328;0.003261163;-2.13159509562128
APOL3;0.46553821;0.071787727;0.532552341023494
APOL5;-0.348117803;0.05964147;-0.426253422075518
APOL6;0.246314203;0.026918406;0.386701145779886
APOLD1;0.60923923;0.003778697;1.47597825254875
